EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,TeamSize,SalaryRange,WorkHoursPerWeek,RemoteWork,CommuteTime,ScheduleFlexibilityScore,CanAdjustWorkHours,DependentsCount,CareHoursPerWeek,JobSatisfaction,StressLevel,SleepHours,PhysicalActivityHrs,HasMentalHealthSupport,HasTherapyAccess,MentalHealthDaysTaken,ManagerSupportScore,FeelsSafeRaisingConcerns,WorkplaceInclusionScore,ProductivityScore,CareerGrowthScore,WorkLifeBalanceScore,BurnoutRisk
2540,52,Female,UK,HR,Finance,13,9,Medium,53,1,57,7,1,3,21,8,7,8.0,2.0,0,0,12,7,1,8,7,7,6,0
2541,53,Female,UK,HR,Operations,15,12,High,50,0,66,10,1,3,1,5,3,6.2,1.4,1,1,11,7,0,7,3,6,1,0
2542,33,Female,USA,Developer,Finance,9,17,Low,62,1,21,9,0,3,8,9,6,4.7,5.1,0,1,0,4,0,4,7,4,7,0
2543,29,Female,USA,Developer,Finance,14,14,Low,51,0,57,8,0,1,28,6,2,6.3,0.4,1,1,3,8,1,5,3,6,4,0
2544,29,Female,India,Manager,Tech,20,3,Low,50,0,111,3,0,2,32,7,10,5.1,2.4,1,1,6,10,0,10,8,3,5,1
2545,49,Female,Germany,Manager,Finance,23,22,Medium,33,1,84,6,1,3,9,7,4,7.1,4.5,0,1,10,9,0,10,4,3,8,0
2546,41,Female,India,Designer,Finance,25,20,Low,58,1,79,6,1,1,27,9,10,4.7,0.0,0,0,14,4,0,2,1,7,8,1
2547,28,Female,UK,Designer,Finance,14,18,High,39,1,72,5,1,2,38,7,9,6.0,5.3,1,1,6,2,1,9,1,9,5,1
2548,32,Female,Canada,Analyst,Operations,9,7,High,58,1,76,3,1,3,11,3,7,4.8,4.2,1,0,0,10,0,6,4,1,3,1
2549,41,Female,Canada,Analyst,Finance,20,21,Medium,46,0,73,9,1,1,21,6,2,4.5,0.4,1,1,13,4,1,9,9,4,10,0
2550,37,Female,USA,Developer,HR,27,6,Medium,43,0,48,7,0,0,5,6,6,8.3,5.4,1,1,4,2,1,8,5,10,8,0
2551,25,Female,Canada,Manager,Finance,6,8,Medium,45,1,84,4,0,0,39,7,4,8.5,2.9,1,0,5,1,1,1,5,5,2,1
2552,27,Female,Canada,Developer,Tech,25,19,Medium,38,0,48,6,1,0,22,6,8,6.7,3.9,1,0,4,1,1,9,3,2,9,0
2553,43,Female,Canada,Developer,Finance,2,9,Low,48,1,41,5,1,1,33,4,8,5.5,5.3,1,0,6,4,1,9,5,10,6,1
2554,47,Female,UK,Manager,Finance,1,9,Medium,57,1,39,1,1,1,37,6,1,8.1,5.3,1,1,5,9,1,4,7,3,10,0
2555,24,Female,Canada,Analyst,Operations,5,11,High,51,0,70,2,1,2,15,3,8,8.2,2.5,0,0,4,9,0,1,3,5,4,0
2556,35,Female,Canada,Manager,HR,20,15,Low,41,1,45,1,0,1,9,1,10,7.9,1.4,1,0,4,7,1,4,5,8,4,1
2557,32,Female,Canada,HR,Finance,8,22,High,50,0,21,9,0,3,20,1,7,6.7,1.5,0,0,8,5,1,6,3,3,3,1
2558,39,Female,India,HR,HR,9,16,Low,49,1,81,9,1,0,9,5,1,4.8,4.6,0,0,2,6,1,4,1,3,5,0
2559,33,Female,UK,HR,Tech,3,18,Low,61,0,20,5,1,3,10,8,3,4.9,5.6,0,0,8,1,0,9,6,6,6,0
2560,44,Female,USA,Designer,Operations,26,11,Low,61,0,50,8,1,0,20,3,5,8.1,0.4,0,0,12,3,1,4,3,8,10,0
2561,33,Female,India,Analyst,HR,2,17,Low,56,1,113,10,1,2,24,2,3,8.0,0.1,1,1,10,1,1,10,2,1,3,0
2562,34,Female,Germany,Analyst,Operations,8,7,High,55,1,13,4,0,2,33,8,3,6.2,4.9,1,1,1,10,0,8,3,7,9,0
2563,46,Female,UK,Designer,Finance,23,20,High,41,1,73,1,0,2,30,9,1,5.8,2.3,0,1,9,5,1,2,5,7,8,0
2564,40,Female,UK,Developer,Tech,21,23,Medium,33,1,96,4,1,1,26,9,8,7.1,1.7,1,1,6,4,0,7,5,3,6,1
2565,57,Female,Germany,HR,Operations,16,22,High,63,1,8,7,0,0,24,2,9,7.7,1.1,1,0,5,3,1,8,9,3,5,1
2566,29,Female,Germany,HR,Finance,13,10,Low,38,0,17,2,1,1,31,8,5,7.4,2.1,1,1,7,6,0,6,9,9,3,1
2567,50,Female,Germany,Developer,HR,9,17,Low,38,1,12,2,1,0,10,2,1,7.0,5.8,0,0,8,6,0,10,2,10,3,0
2568,53,Female,USA,Manager,Tech,12,23,Medium,58,1,16,6,1,1,25,7,1,5.4,5.9,1,0,12,9,1,6,6,1,8,0
2569,39,Female,Canada,Manager,Tech,11,11,High,41,0,86,9,1,1,35,8,9,5.6,2.0,1,0,5,4,1,8,9,1,6,1
2570,27,Female,UK,Analyst,HR,26,21,Low,64,1,24,3,1,2,36,1,1,7.4,5.8,1,1,1,9,0,3,9,2,10,0
2571,39,Female,Canada,Designer,HR,0,24,High,38,1,53,7,1,2,32,8,9,7.7,1.8,0,0,9,4,0,2,6,6,6,1
2572,40,Female,Canada,Analyst,Tech,27,8,Medium,37,0,15,10,0,3,32,3,3,5.0,5.1,0,1,14,8,1,9,1,8,4,0
2573,43,Female,Germany,Manager,Operations,21,6,High,37,1,23,9,0,1,35,1,3,5.2,1.3,0,1,11,8,1,8,1,10,3,0
2574,58,Female,USA,Developer,Tech,28,13,Low,44,0,94,9,1,0,12,7,4,7.2,5.0,0,1,3,2,0,10,9,1,6,0
2575,53,Female,India,Analyst,HR,18,12,Medium,44,0,74,4,0,2,13,10,5,6.1,2.1,0,0,13,10,1,5,3,1,1,0
2576,24,Female,USA,HR,Operations,18,5,Medium,33,0,22,2,1,1,36,3,6,6.8,1.2,1,1,14,8,1,5,5,2,5,0
2577,49,Female,Canada,HR,Finance,5,3,Medium,50,1,40,1,1,1,39,8,6,7.0,5.6,1,1,13,2,1,6,6,7,7,1
2578,31,Female,USA,Developer,Tech,12,14,Low,50,0,102,6,0,1,0,9,10,7.6,1.3,0,0,2,8,0,6,1,4,1,1
2579,56,Female,Germany,Manager,HR,18,17,High,33,1,85,5,0,2,4,2,9,7.7,6.0,1,0,2,6,0,2,1,1,10,0
2580,50,Female,India,HR,Finance,12,17,High,57,1,32,6,0,3,29,1,1,5.6,0.7,0,0,4,3,0,7,4,8,4,0
2581,36,Female,Germany,HR,Tech,26,23,Low,37,1,104,7,1,3,17,8,9,6.7,0.1,0,0,9,7,0,3,6,4,2,1
2582,54,Female,India,Designer,Tech,25,16,Low,51,1,41,9,1,3,36,10,4,5.0,5.2,1,1,0,6,1,8,8,7,1,1
2583,28,Female,Canada,Analyst,Operations,21,9,Medium,54,1,47,10,1,2,38,6,7,7.9,3.5,1,1,8,3,0,9,7,8,1,1
2584,33,Female,India,Manager,HR,20,19,Medium,46,1,116,10,0,3,11,10,6,7.9,2.5,1,0,3,5,0,3,2,1,7,0
2585,51,Female,India,Analyst,Finance,3,21,Medium,37,1,17,6,0,0,33,1,9,5.7,0.5,0,1,6,4,1,6,4,2,6,1
2586,42,Female,India,Manager,Tech,23,9,Low,59,1,62,6,0,2,13,3,2,5.1,3.4,0,1,6,6,1,8,5,2,7,0
2587,52,Female,USA,HR,Operations,1,5,Medium,42,1,77,3,1,0,37,9,2,4.8,2.4,1,1,6,1,0,6,8,5,1,1
2588,45,Female,USA,Designer,Finance,14,5,Medium,39,1,91,8,0,2,15,9,7,6.8,2.9,1,0,10,1,1,10,7,5,10,0
2589,41,Female,Canada,Analyst,Finance,11,20,Low,55,0,10,9,0,0,10,6,9,4.9,3.8,0,0,4,8,1,3,4,6,3,1
2590,58,Female,India,HR,Tech,29,22,Medium,52,1,23,1,0,1,32,3,5,7.2,3.8,1,0,14,8,1,4,8,2,7,0
2591,25,Female,UK,Manager,Finance,26,24,Low,38,0,60,6,1,0,14,8,7,7.2,5.8,0,1,3,9,1,9,8,8,10,0
2592,49,Female,Canada,Analyst,Tech,6,16,Low,36,0,63,7,1,1,9,6,8,7.0,3.9,0,1,3,8,0,1,4,1,10,0
2593,41,Female,India,Analyst,Operations,19,5,Medium,60,1,35,8,1,1,2,1,8,8.0,2.0,1,0,12,2,1,4,2,9,9,0
2594,45,Female,India,HR,Operations,17,9,High,47,1,82,10,1,0,10,6,4,6.0,2.0,1,0,4,5,1,10,3,5,6,0
2595,53,Female,USA,Analyst,Finance,22,9,Low,37,1,76,8,1,2,10,5,10,8.1,2.9,1,1,5,8,1,1,5,10,8,0
2596,57,Female,Canada,Designer,Tech,12,7,Low,45,1,96,7,0,3,15,8,7,4.6,1.6,1,0,9,9,0,8,1,8,9,0
2597,55,Female,India,Designer,HR,16,5,Low,33,1,52,8,0,2,37,2,1,5.0,2.3,1,0,6,6,0,7,5,8,7,0
2598,57,Female,India,HR,Operations,3,20,Low,56,0,82,9,1,2,29,7,4,6.1,5.1,0,0,4,4,0,7,4,2,9,0
2599,23,Female,Canada,Manager,Tech,24,17,Medium,62,1,46,10,0,2,0,6,5,6.9,5.2,1,0,12,9,1,2,5,9,10,0
2600,36,Female,UK,HR,Tech,13,22,Medium,44,0,51,7,0,3,37,1,10,4.6,3.8,1,0,11,4,1,10,1,6,4,1
2601,55,Female,Canada,Designer,Tech,19,16,Low,49,0,95,3,0,1,33,8,7,6.8,3.5,1,0,11,6,1,6,10,3,9,0
2602,57,Female,Canada,Developer,Finance,27,6,High,48,1,78,9,0,1,18,6,6,5.7,2.6,0,1,8,5,0,8,7,1,9,0
2603,27,Female,UK,Developer,HR,12,10,Low,59,0,56,1,0,3,33,3,4,8.0,3.8,1,1,13,1,0,8,10,9,2,1
2604,33,Female,Canada,Analyst,Finance,2,23,High,43,0,74,8,1,1,35,5,3,6.6,4.8,0,0,8,4,1,5,9,3,9,0
2605,24,Female,India,Analyst,Operations,25,15,High,53,1,22,6,0,0,3,7,6,6.9,4.4,1,0,0,10,1,8,5,1,3,0
2606,39,Female,Canada,Developer,Finance,25,24,Medium,32,0,58,3,0,2,9,9,10,8.3,0.2,0,0,4,3,1,2,3,5,7,1
2607,42,Female,UK,Designer,Tech,17,10,Low,52,0,68,9,0,0,16,4,5,7.6,4.4,0,0,1,8,1,4,9,8,3,0
2608,36,Female,Germany,Analyst,Finance,13,17,Medium,32,0,55,6,1,1,15,2,3,6.3,4.3,0,1,3,7,1,10,6,7,5,0
2609,54,Female,Canada,HR,Tech,14,19,Medium,35,0,85,7,1,0,20,3,4,6.4,0.6,1,0,10,10,1,2,6,5,2,0
2610,56,Female,USA,HR,HR,2,7,High,63,0,41,2,0,2,27,7,2,7.1,0.9,1,0,14,1,1,5,10,2,10,0
2611,47,Female,India,Designer,Finance,0,22,Medium,32,1,17,1,1,3,7,8,9,5.3,4.7,1,1,6,8,0,3,10,2,10,0
2612,29,Female,India,Analyst,Finance,25,6,Medium,44,0,70,1,0,0,28,5,7,4.9,3.4,1,1,9,7,1,6,3,3,3,1
2613,57,Female,USA,HR,Finance,23,13,High,48,1,32,3,1,0,5,3,10,5.7,4.9,1,0,5,2,1,7,1,6,10,1
2614,51,Female,USA,Analyst,Tech,16,20,High,43,0,2,3,1,0,29,1,3,7.6,1.1,1,0,6,10,1,6,4,4,4,0
2615,44,Female,Canada,Analyst,Tech,2,12,Medium,38,1,27,8,1,2,1,10,8,5.5,0.2,1,1,2,4,1,2,4,9,10,0
2616,35,Female,USA,HR,Finance,13,19,High,34,1,0,7,1,1,30,1,8,5.0,1.0,0,0,13,2,0,2,3,3,6,1
2617,35,Female,Germany,Developer,Finance,2,17,Medium,57,1,62,10,0,1,24,2,1,5.4,2.7,0,0,14,9,1,4,5,6,6,0
2618,23,Female,UK,HR,HR,12,8,Medium,62,1,112,8,1,0,22,5,5,7.2,3.1,1,1,4,8,1,7,9,4,3,0
2619,58,Female,USA,Designer,HR,14,23,Medium,57,1,46,1,0,1,20,3,5,7.0,5.1,0,0,5,1,1,8,9,1,3,1
2620,26,Female,USA,Manager,Operations,17,18,Medium,34,0,36,4,1,1,15,7,3,7.3,4.3,1,1,14,1,0,5,8,1,9,0
2621,59,Female,Germany,HR,HR,13,17,Low,59,1,85,8,0,2,3,2,2,5.8,5.9,0,1,10,8,1,10,10,8,10,0
2622,35,Female,India,Analyst,HR,20,10,Medium,48,1,47,10,1,0,7,2,1,8.1,0.5,1,0,5,5,0,1,6,3,2,0
2623,46,Female,India,Analyst,HR,25,11,Medium,61,0,107,2,0,2,5,3,4,6.3,0.8,0,1,5,1,0,9,4,2,4,1
2624,41,Female,Canada,HR,Tech,2,13,Low,33,0,18,7,0,1,26,1,10,6.6,0.5,1,1,8,4,0,8,2,1,5,1
2625,23,Female,Germany,Manager,HR,18,4,Low,39,0,13,8,1,1,35,2,2,8.3,3.2,0,0,5,2,1,1,10,8,8,0
2626,27,Female,UK,HR,HR,7,15,Medium,45,1,66,9,1,1,35,5,5,8.4,1.6,1,0,11,9,1,9,3,9,8,0
2627,38,Female,UK,Manager,Finance,3,6,Medium,42,0,82,7,0,2,23,3,10,7.1,4.1,1,1,1,10,0,5,9,1,6,0
2628,46,Female,Germany,Manager,Tech,3,11,Low,46,0,96,9,0,1,5,10,2,8.3,0.8,0,1,8,6,0,8,1,8,2,0
2629,49,Female,UK,Designer,Operations,18,7,High,33,1,84,2,1,3,32,6,1,6.7,0.6,0,0,3,9,0,10,7,1,10,0
2630,23,Female,India,Analyst,Operations,10,21,High,63,1,64,1,0,0,1,2,10,5.7,2.8,1,0,6,1,1,10,10,10,10,1
2631,56,Female,UK,Analyst,HR,0,24,Medium,44,0,25,1,1,0,15,8,10,5.8,2.3,1,1,5,1,0,2,6,2,1,1
2632,58,Female,UK,Manager,Operations,7,5,Low,48,0,9,4,1,0,37,4,10,6.7,5.0,0,1,14,4,1,7,2,1,7,1
2633,26,Female,Germany,Analyst,Operations,14,23,High,46,1,98,1,1,1,8,3,10,6.9,5.0,1,1,8,2,1,9,5,2,10,1
2634,22,Female,Germany,Developer,Operations,0,5,High,64,1,76,7,0,0,4,5,9,6.3,0.7,0,1,9,1,1,7,2,2,1,1
2635,33,Female,UK,Manager,HR,6,8,Low,47,1,69,8,1,0,9,8,2,8.0,4.9,0,0,12,6,1,9,9,5,3,0
2636,57,Female,USA,Analyst,Operations,20,12,Low,44,1,42,3,0,1,29,9,10,6.2,3.4,1,1,2,8,1,4,5,10,9,1
2637,44,Female,Germany,Developer,HR,19,7,Medium,53,0,69,1,0,2,6,1,4,5.6,3.0,0,0,7,1,1,5,6,3,6,1
2638,52,Female,Canada,Designer,Finance,19,5,Medium,54,0,98,3,1,2,28,4,3,4.5,0.6,1,1,4,10,1,7,4,1,8,0
2639,32,Female,Canada,Analyst,Finance,23,24,Low,41,1,79,2,0,1,1,6,1,8.4,4.4,0,0,5,10,0,1,1,10,9,0
2640,31,Female,India,Developer,Operations,10,9,Medium,48,1,104,6,0,1,19,6,8,7.8,0.4,1,1,13,6,1,2,3,2,7,0
2641,24,Female,UK,HR,Finance,26,24,Medium,61,1,71,7,1,2,3,9,2,7.0,1.7,1,1,14,1,1,2,5,4,8,0
2642,35,Female,USA,HR,HR,28,20,High,44,1,58,9,1,1,27,1,8,7.8,0.6,1,1,2,8,0,10,3,7,4,0
2643,37,Female,India,Developer,Finance,13,10,Medium,61,1,2,5,1,2,7,5,1,7.7,3.2,0,1,2,6,1,9,8,1,5,0
2644,31,Female,UK,Manager,Operations,21,3,Medium,61,0,4,4,0,3,34,10,6,8.2,3.9,0,1,6,1,0,3,2,5,7,1
2645,50,Female,Germany,Manager,HR,15,6,High,38,0,84,1,0,3,1,1,4,6.0,5.3,1,0,5,9,1,9,2,2,9,0
2646,31,Female,Canada,Analyst,Tech,13,9,Low,41,0,94,6,1,1,27,6,3,6.7,4.4,0,0,1,1,1,1,1,8,8,0
2647,33,Female,USA,HR,HR,11,16,Low,33,0,77,8,1,1,10,9,1,4.9,5.8,0,1,9,9,0,3,1,2,7,0
2648,51,Female,Canada,Manager,Finance,16,15,Medium,61,0,100,4,0,2,35,4,10,8.4,4.6,1,1,12,3,0,10,4,4,4,1
2649,22,Female,Germany,Manager,Tech,13,12,Low,50,1,82,1,1,1,8,10,1,8.4,1.8,0,0,11,8,1,2,8,6,1,0
2650,26,Female,UK,HR,HR,9,20,High,34,0,36,5,0,2,37,10,7,7.7,3.3,1,0,7,8,1,2,8,9,1,1
2651,41,Female,Germany,Designer,Tech,23,3,Low,56,0,116,10,0,1,0,9,6,6.3,2.7,1,1,11,7,0,1,8,10,5,0
2652,29,Female,Germany,Manager,Tech,28,6,Low,53,0,83,5,0,2,26,3,3,6.5,3.4,1,0,4,2,1,6,1,4,7,0
2653,33,Female,Canada,Developer,Tech,13,18,High,45,1,51,2,1,0,2,7,2,6.2,3.4,1,1,6,3,1,5,1,4,8,0
2654,22,Female,USA,Analyst,HR,17,18,Medium,33,1,65,6,0,0,38,5,10,5.7,4.2,1,0,2,5,0,5,7,7,7,1
2655,41,Female,Germany,Manager,Finance,21,20,Medium,63,1,62,10,0,2,8,10,3,6.6,0.5,0,1,14,5,1,9,7,1,4,0
2656,49,Female,Canada,Manager,HR,8,10,Low,34,1,6,9,0,1,39,1,8,4.7,4.5,0,1,9,2,1,6,10,5,7,1
2657,58,Female,USA,Designer,Finance,16,12,Low,39,1,96,6,1,0,27,7,7,8.5,0.9,1,0,4,1,0,9,5,5,6,0
2658,58,Female,UK,Developer,HR,5,18,High,57,0,52,8,1,1,20,8,7,6.2,0.2,1,0,11,5,1,4,8,1,8,0
2659,33,Female,UK,Analyst,HR,7,13,Low,63,0,113,10,0,0,27,6,5,8.2,3.1,0,1,2,5,0,7,6,6,9,0
2660,58,Female,India,Manager,HR,25,8,Medium,42,0,105,3,1,2,23,1,10,7.4,3.5,0,0,11,3,1,4,1,9,1,1
2661,49,Female,Canada,Analyst,Finance,12,3,Low,32,1,5,10,0,1,17,9,3,5.7,0.2,1,1,2,8,0,1,7,7,2,0
2662,36,Female,USA,HR,HR,17,14,Low,46,0,6,2,1,0,8,7,1,5.4,3.1,1,0,11,6,1,4,8,2,8,0
2663,27,Female,Germany,Manager,Tech,4,8,Medium,35,0,43,4,1,1,25,6,1,8.5,3.2,0,1,13,2,0,2,8,4,7,0
2664,41,Female,UK,Manager,HR,5,15,High,35,1,17,9,1,0,23,4,6,7.6,0.3,1,1,0,2,0,5,10,8,7,0
2665,35,Female,USA,HR,Tech,20,19,Medium,59,1,106,9,0,2,5,3,4,5.5,4.3,1,0,10,4,0,2,9,1,3,0
2666,23,Female,Canada,Designer,Operations,18,3,Medium,41,1,53,3,1,0,11,4,7,4.8,1.3,1,1,2,6,0,2,3,6,7,1
2667,30,Female,India,Manager,Operations,3,10,Medium,42,0,28,1,1,2,35,1,10,7.3,4.8,0,0,6,9,1,4,2,3,4,1
2668,58,Female,UK,Analyst,Finance,6,24,Medium,54,1,82,1,1,0,8,9,10,5.7,1.9,0,1,10,8,1,7,8,3,10,1
2669,41,Female,USA,Developer,Finance,3,10,Medium,34,1,24,4,1,1,9,2,10,5.4,2.9,1,0,8,8,1,3,4,1,10,0
2670,47,Female,USA,Analyst,Operations,24,13,Low,48,0,62,4,1,2,2,2,1,7.4,5.4,1,0,0,2,1,7,2,8,2,0
2671,50,Female,USA,Designer,HR,10,16,Low,53,1,67,10,1,0,28,3,6,7.2,4.8,1,1,14,4,0,9,2,5,1,1
2672,22,Female,Canada,Developer,HR,11,12,High,58,1,114,6,0,0,6,1,7,6.4,4.7,1,0,3,6,0,3,2,1,8,0
2673,56,Female,Canada,Analyst,HR,13,17,Low,47,0,12,5,1,1,25,10,1,8.3,1.0,0,0,9,6,0,4,5,5,5,0
2674,27,Female,Canada,Analyst,Operations,12,9,Low,47,0,31,6,1,0,7,3,2,7.2,0.3,1,0,6,10,1,1,8,5,10,0
2675,58,Female,Germany,HR,Tech,28,9,Medium,34,1,26,10,1,1,12,4,9,8.1,3.6,1,1,5,6,0,7,9,9,4,0
2676,26,Female,USA,Designer,Finance,9,12,Medium,64,0,50,7,0,2,34,9,9,5.3,2.5,1,0,3,8,1,1,6,10,9,1
2677,54,Female,UK,HR,Tech,17,6,Medium,33,1,33,7,1,0,18,5,6,5.7,5.5,1,0,10,8,1,3,8,3,5,0
2678,35,Female,Canada,Developer,Operations,15,20,Low,58,0,27,10,1,1,21,6,4,4.9,2.1,1,1,2,7,1,9,6,9,10,0
2679,33,Female,Canada,HR,Tech,4,12,High,46,1,72,10,1,3,15,1,7,5.7,2.5,1,0,5,5,1,5,1,8,2,1
2680,41,Female,USA,Designer,HR,7,21,Medium,38,1,71,9,0,3,14,3,5,8.4,3.2,1,0,14,6,1,10,9,10,9,0
2681,45,Female,Canada,Manager,HR,13,16,High,40,1,84,6,1,0,1,7,3,8.4,4.8,1,1,3,6,0,10,10,2,10,0
2682,55,Female,Germany,Manager,Tech,4,15,Low,37,0,109,8,1,0,37,7,4,7.5,1.6,0,1,4,3,1,2,7,9,7,0
2683,46,Female,Germany,Developer,Operations,25,17,Low,43,0,29,2,0,1,20,10,2,6.6,5.7,1,1,1,3,1,9,2,5,9,0
2684,50,Female,Canada,Manager,Tech,27,18,Low,61,0,92,8,1,0,29,1,6,7.6,3.2,1,1,8,7,0,6,3,8,5,0
2685,52,Female,USA,HR,HR,23,4,Low,51,0,8,9,1,0,6,9,3,6.7,5.0,1,0,1,6,0,9,2,8,7,0
2686,44,Female,USA,Developer,HR,7,6,Low,51,0,12,4,1,0,30,1,7,4.5,3.2,1,1,12,5,0,4,9,4,8,1
2687,59,Female,USA,Designer,Operations,24,23,Low,58,1,81,5,1,0,34,7,4,6.5,4.6,1,0,3,6,1,6,8,1,4,0
2688,41,Female,India,Developer,Tech,25,20,Medium,51,0,63,5,0,1,3,2,8,6.9,0.3,1,0,7,6,0,7,5,9,8,0
2689,44,Female,Canada,Developer,HR,5,19,Medium,38,1,37,2,1,1,33,9,1,5.6,4.8,0,0,6,4,1,6,4,6,7,0
2690,37,Female,USA,Analyst,HR,15,12,Medium,61,0,118,5,1,0,0,9,9,5.3,3.1,1,1,3,5,0,4,7,2,3,1
2691,29,Female,Germany,Analyst,Tech,27,23,Low,39,1,21,9,1,1,9,9,3,5.6,2.7,1,1,7,7,1,8,9,4,8,0
2692,42,Female,UK,Developer,Tech,3,11,Medium,33,1,30,4,1,1,29,4,3,7.0,0.7,1,1,10,1,1,6,8,10,4,0
2693,22,Female,UK,Manager,Finance,11,17,Low,45,0,98,10,0,2,31,6,5,5.1,4.4,1,1,5,10,0,2,8,5,2,0
2694,29,Female,USA,Analyst,Operations,10,14,Medium,41,1,41,3,1,3,2,2,10,7.4,0.8,1,1,7,6,1,6,2,6,9,0
2695,50,Female,UK,Designer,Operations,2,23,Medium,49,1,61,7,0,3,9,3,1,6.2,1.2,1,0,3,5,1,1,10,5,8,0
2696,53,Female,UK,HR,Tech,11,11,Medium,49,1,105,8,1,1,8,6,3,5.9,0.8,0,1,4,6,1,9,9,9,4,0
2697,59,Female,India,Analyst,Operations,29,16,High,47,1,63,10,1,2,16,1,4,7.7,0.0,1,0,3,1,1,10,2,10,3,0
2698,26,Female,Germany,Developer,HR,4,15,High,36,0,73,6,1,0,2,7,2,6.5,4.0,0,1,6,4,0,7,8,2,3,0
2699,43,Female,Germany,Manager,Tech,5,8,Medium,62,0,8,6,1,1,26,2,6,6.0,1.6,0,0,3,8,1,8,5,3,6,0
2700,55,Female,India,HR,Tech,18,21,High,51,0,94,5,1,2,34,8,10,8.0,0.9,1,0,4,4,0,4,6,10,2,1
2701,22,Female,India,Analyst,Tech,17,6,Medium,54,1,43,6,1,1,3,5,4,6.0,1.9,1,1,8,10,0,8,10,3,3,0
2702,47,Female,UK,Manager,Finance,15,22,High,63,1,119,9,1,0,3,7,1,7.9,3.0,1,1,7,8,0,1,9,3,1,0
2703,31,Female,Canada,Manager,Operations,22,19,Medium,48,1,62,2,1,0,31,8,3,6.5,3.0,0,1,1,8,0,4,8,6,10,0
2704,51,Female,UK,Manager,Finance,10,21,Medium,44,0,39,10,0,1,37,3,7,5.3,2.2,1,0,6,2,1,6,5,8,5,1
2705,39,Female,India,Developer,HR,4,5,Medium,44,1,87,3,1,2,10,6,3,7.0,3.0,1,1,11,6,1,10,6,5,3,0
2706,38,Female,Germany,Designer,Operations,8,16,Low,48,1,40,1,0,3,38,9,6,5.6,2.6,0,0,1,7,1,7,5,6,7,1
2707,47,Female,UK,Manager,Finance,2,19,Medium,46,0,112,4,1,0,5,4,6,5.1,4.9,0,1,9,7,0,3,9,1,9,0
2708,29,Female,Canada,HR,Tech,29,15,High,57,0,71,2,1,3,34,10,1,4.8,0.2,1,1,2,1,0,10,5,10,5,1
2709,33,Female,UK,Analyst,Finance,7,11,Medium,59,0,49,6,1,0,31,7,2,5.5,5.2,1,1,0,4,1,10,6,3,2,1
2710,48,Female,USA,HR,Tech,5,3,Low,61,1,19,1,0,3,22,1,10,7.4,1.5,0,1,1,7,1,2,1,4,2,1
2711,29,Female,UK,Developer,Finance,3,19,Low,53,1,80,8,0,2,36,7,6,7.9,4.3,1,1,2,6,0,9,8,7,4,0
2712,46,Female,India,Developer,Finance,11,18,High,41,0,91,10,0,0,25,9,2,7.9,2.4,1,1,4,3,1,1,8,5,10,0
2713,25,Female,Germany,HR,Finance,11,20,High,42,0,69,6,1,0,33,10,2,5.6,1.8,0,0,12,10,0,10,8,1,9,0
2714,54,Female,Germany,Designer,Tech,24,4,Low,64,1,41,9,0,0,37,8,4,7.1,3.7,1,1,12,10,1,1,7,3,2,0
2715,22,Female,India,Developer,Finance,20,16,High,37,1,32,6,0,3,10,4,8,5.4,4.6,1,0,5,1,1,10,7,2,5,1
2716,40,Female,USA,Developer,Operations,15,24,High,38,1,91,10,0,1,20,3,6,7.0,2.7,0,1,13,5,0,2,6,6,7,0
2717,52,Female,India,HR,Operations,9,19,Low,43,1,116,7,0,2,23,7,8,8.0,2.8,1,1,6,8,1,5,7,5,10,0
2718,37,Female,UK,Developer,Operations,21,5,High,38,0,62,5,1,0,14,1,4,4.7,0.4,1,0,4,3,1,1,9,3,4,1
2719,35,Female,India,Designer,Tech,13,4,Low,33,1,56,8,1,3,2,8,3,8.4,5.5,0,1,4,5,0,6,5,2,7,0
2720,26,Female,India,Designer,Tech,12,10,Medium,32,0,64,8,1,0,1,1,7,7.8,5.1,1,0,10,9,1,8,9,1,7,0
2721,47,Female,USA,Designer,Operations,8,4,Medium,54,1,104,10,1,0,6,7,7,7.5,2.4,0,0,7,8,1,10,9,2,2,0
2722,49,Female,UK,Analyst,Operations,6,4,Medium,56,0,51,9,1,1,4,6,2,7.3,4.6,0,0,0,9,1,2,4,5,2,0
2723,23,Female,Canada,Designer,Operations,11,11,Medium,49,1,98,6,1,1,39,10,1,7.6,1.9,0,0,8,5,1,5,9,5,2,0
2724,27,Female,Canada,Designer,HR,4,22,Medium,38,0,87,1,1,0,28,8,8,8.5,4.4,1,0,2,3,1,3,8,9,9,0
2725,30,Female,Germany,Analyst,Operations,17,23,High,34,1,5,9,1,1,31,6,3,7.6,3.1,0,0,10,9,1,2,5,6,1,0
2726,54,Female,India,Manager,Finance,3,8,High,60,0,6,3,0,0,29,5,6,5.9,2.8,0,0,5,4,1,6,10,3,6,1
2727,46,Female,Germany,Developer,HR,1,14,Medium,41,0,8,9,1,1,7,9,7,7.0,0.3,0,0,3,1,1,1,3,10,7,0
2728,34,Female,USA,Designer,HR,2,11,Medium,36,1,100,7,1,1,31,4,8,5.8,5.8,1,0,1,2,0,8,9,3,9,1
2729,30,Female,Canada,Developer,Tech,25,9,Low,39,0,60,3,1,0,1,7,6,8.4,5.0,1,1,13,8,1,6,3,3,3,0
