age,job_role,department,experience_years,company_type,work_mode,weekly_work_hours,overtime_hours,task_load_score,meeting_hours_per_week,schedule_flexibility,dependents_count,care_responsibility_hours,commute_time_minutes,work_life_balance_score,manager_support_score,team_support_score,mental_health_resources,gender_inclusive_policies,promotion_fairness_score,sleep_hours,stress_level,physical_activity_days,mental_health_days_taken,job_satisfaction,career_growth_score,skill_gap_score,ai_tool_usage_frequency,ai_assistance_type,training_hours_last_6_months,burnout_risk
53,Developer,Finance,30,Startup,Remote,42,12,4,13,3,1,20,23,9,6,2,1,0,7,8.7,5,5,7,3,6,9,1,Wellness,81,0
24,Analyst,HR,15,MNC,Remote,52,14,6,11,8,2,10,1,9,7,4,0,0,3,4.9,9,4,2,7,8,6,2,Learning,96,1
49,Designer,Tech,5,Startup,Hybrid,57,11,4,0,7,3,38,7,8,8,6,0,0,9,6.2,1,6,6,6,3,5,1,None,54,0
31,Analyst,HR,27,Startup,Remote,43,14,4,4,10,2,15,116,1,10,5,1,1,3,5,6,3,0,5,9,7,1,Learning,8,0
56,HR,HR,31,SME,Remote,46,13,10,10,8,2,32,24,2,8,2,1,1,10,4.9,2,7,6,3,9,6,3,None,63,0
50,Developer,Tech,9,SME,Remote,53,6,10,0,1,0,26,93,2,5,7,0,0,4,8.3,6,7,10,3,3,4,6,Wellness,40,1
36,HR,Finance,17,MNC,Onsite,63,16,2,12,4,3,0,31,3,2,2,0,0,8,5.3,10,5,0,6,3,10,6,Scheduling,14,1
54,Developer,Operations,3,Startup,Remote,51,4,9,16,8,1,15,55,2,10,9,0,0,4,5.2,6,4,2,6,5,9,6,Scheduling,35,0
28,Designer,Operations,8,SME,Hybrid,39,19,10,2,10,2,4,93,1,8,7,0,0,7,8.5,1,3,11,5,9,6,1,Scheduling,35,0
33,Developer,Operations,6,SME,Remote,37,9,8,9,2,2,17,6,5,6,3,0,0,5,5.9,5,5,13,3,1,3,7,Wellness,64,1
51,Developer,Tech,7,SME,Remote,50,18,8,18,7,1,33,47,6,3,6,0,0,6,4,10,5,6,2,1,4,4,Scheduling,27,1
42,Developer,HR,6,MNC,Onsite,36,17,5,6,8,2,24,87,7,4,5,0,0,8,7.6,2,4,0,4,1,4,1,None,32,0
52,Analyst,Finance,2,Startup,Hybrid,55,9,3,19,9,3,33,53,10,1,9,0,0,4,6.6,1,6,13,4,4,8,7,Learning,64,0
45,Analyst,HR,16,SME,Hybrid,42,1,6,2,7,1,14,62,7,3,3,0,0,6,7.9,9,4,8,10,7,5,4,Wellness,53,0
41,Designer,Operations,1,Startup,Hybrid,45,5,9,11,9,3,3,72,2,4,2,0,0,10,6.9,6,1,4,2,2,8,5,Learning,5,0
58,Developer,HR,14,MNC,Remote,59,2,8,9,2,1,3,79,7,2,2,1,0,2,5.8,1,6,12,9,3,8,1,None,74,0
25,Manager,Tech,28,Startup,Remote,60,18,7,11,1,2,24,1,2,6,4,1,1,9,4.3,10,6,1,3,4,6,4,None,47,1
49,Designer,Tech,21,SME,Hybrid,34,4,8,14,1,1,12,34,2,8,1,1,0,9,8.3,9,3,3,1,1,5,1,Learning,90,1
41,Developer,Finance,3,Startup,Hybrid,61,6,4,5,4,3,24,97,6,6,9,0,1,10,5,9,5,7,5,2,2,5,Learning,68,1
45,Developer,Finance,5,Startup,Onsite,45,6,6,18,1,1,2,21,6,10,3,1,1,10,8.9,7,0,3,10,2,1,1,None,73,0
53,Analyst,Operations,25,MNC,Hybrid,38,9,5,4,7,2,34,82,8,3,5,0,1,6,5.2,9,0,9,3,6,7,7,None,27,1
57,Designer,Finance,10,MNC,Remote,51,0,2,19,8,0,8,63,5,9,2,0,1,6,8.1,1,7,4,6,4,10,3,None,15,0
55,Developer,HR,25,Startup,Remote,43,10,8,1,3,2,13,58,5,4,8,0,1,10,7.9,3,1,14,1,7,10,5,None,25,1
57,Developer,Tech,16,Startup,Remote,45,6,3,18,1,2,21,48,10,6,3,1,0,7,6.3,8,0,1,10,8,7,3,None,49,0
23,Designer,Tech,23,Startup,Onsite,49,5,5,18,3,0,8,51,1,4,5,0,1,4,6,3,0,4,4,2,2,1,Learning,53,0
36,Manager,Tech,27,MNC,Hybrid,44,5,8,3,2,1,23,20,4,4,7,0,0,7,7.5,8,4,6,1,2,3,7,Learning,91,1
55,Designer,Finance,34,MNC,Remote,55,12,9,19,6,2,22,11,1,2,2,1,0,10,6.6,3,2,8,1,5,8,3,Wellness,77,1
57,Designer,Tech,30,Startup,Onsite,38,15,9,4,7,0,36,10,10,10,3,0,0,1,7.2,4,2,7,10,4,4,7,Scheduling,12,0
27,Manager,Tech,12,MNC,Onsite,30,12,5,6,9,3,14,115,5,2,8,1,0,7,6.4,4,7,13,8,10,5,0,Scheduling,64,0
33,Designer,Tech,34,SME,Remote,64,1,2,3,5,0,35,53,8,2,10,1,1,1,6.8,5,7,9,10,2,7,5,Learning,34,0
24,Developer,Operations,15,MNC,Onsite,49,18,7,10,4,2,13,82,1,2,8,0,1,8,4.9,10,0,10,4,9,8,0,Learning,78,1
39,Designer,Operations,14,MNC,Onsite,35,18,7,2,1,3,19,69,3,8,3,1,1,10,4.3,10,1,5,10,9,1,7,Scheduling,28,1
42,Manager,Finance,17,MNC,Remote,39,18,8,4,6,2,38,105,1,10,10,1,0,6,5.8,4,1,12,3,10,7,7,Scheduling,30,0
36,HR,Tech,26,SME,Onsite,62,17,8,19,8,0,35,13,6,4,7,0,1,1,6.3,7,3,8,6,4,3,5,Scheduling,11,1
54,Designer,Finance,34,SME,Remote,45,5,5,14,4,3,26,32,10,4,2,0,0,1,8.5,4,1,6,10,2,5,2,Wellness,68,0
56,Analyst,Tech,34,SME,Remote,35,1,1,17,1,2,16,110,1,10,9,0,1,4,6.1,1,1,2,9,3,1,5,None,31,0
47,Developer,Tech,27,Startup,Onsite,48,18,4,15,5,0,25,101,10,10,8,0,0,7,6.2,5,4,10,6,8,3,2,Scheduling,9,0
29,Developer,Tech,8,Startup,Remote,60,5,4,15,10,3,3,76,3,3,9,1,0,5,7.4,8,4,14,1,8,5,7,None,4,0
57,Analyst,Finance,11,SME,Remote,31,19,3,9,5,2,2,119,5,5,9,0,1,5,5,6,5,11,8,7,1,0,Wellness,26,0
51,Analyst,Finance,14,Startup,Hybrid,47,14,8,0,2,0,18,25,5,4,7,1,1,8,8.4,4,0,12,1,4,2,5,None,38,1
44,Designer,Tech,20,Startup,Remote,57,5,3,10,6,2,39,13,2,7,4,0,0,2,6.1,4,5,0,3,1,3,6,Scheduling,20,0
35,Analyst,HR,34,Startup,Hybrid,33,2,5,16,10,2,38,108,3,10,5,1,1,4,8.7,1,1,4,9,10,8,6,Learning,15,0
35,HR,Finance,32,SME,Hybrid,30,10,2,14,9,2,6,87,9,7,7,0,0,4,5.4,10,2,8,4,9,5,2,Wellness,28,0
23,Manager,Operations,18,MNC,Hybrid,45,7,6,6,6,1,35,47,1,6,5,1,1,8,6.3,1,1,7,8,7,5,1,Scheduling,78,0
58,Analyst,Finance,22,SME,Hybrid,31,17,6,5,8,2,18,64,1,7,10,0,0,6,7.9,3,6,14,9,1,3,1,Scheduling,70,0
26,Analyst,Tech,12,SME,Onsite,30,16,8,14,10,3,11,45,2,7,8,1,0,10,6.8,4,7,5,8,5,9,2,Scheduling,81,0
59,HR,HR,0,Startup,Onsite,52,18,8,14,3,0,19,108,8,8,5,0,0,9,7.3,4,1,12,6,3,9,0,Scheduling,82,0
35,Developer,Tech,28,Startup,Remote,55,18,1,6,10,0,37,54,6,1,5,1,1,10,5.4,2,7,13,9,2,2,6,Wellness,80,0
46,Developer,Operations,23,MNC,Remote,40,16,5,2,2,1,11,93,4,3,5,0,0,9,5.6,9,0,7,6,3,8,4,Scheduling,13,1
41,Designer,Finance,15,MNC,Remote,30,3,2,13,4,1,28,73,7,3,4,0,0,4,6.5,8,2,7,5,6,1,5,None,40,0
23,HR,Finance,24,MNC,Onsite,40,6,10,8,9,1,29,73,6,5,7,0,0,10,5,3,7,2,8,7,5,1,Scheduling,73,0
27,Manager,Tech,22,MNC,Hybrid,53,4,5,2,9,2,19,91,9,10,2,0,1,7,4.6,2,0,11,4,10,7,5,Wellness,88,0
38,Manager,Tech,27,SME,Onsite,39,15,10,5,3,2,3,67,6,7,10,0,1,3,8.2,1,1,14,3,9,8,3,Learning,40,0
46,HR,Operations,15,MNC,Onsite,43,5,9,19,1,3,1,77,2,10,4,1,0,6,7.9,10,2,5,4,10,8,4,Learning,43,1
49,Manager,HR,10,SME,Remote,43,13,4,8,1,0,29,11,3,6,3,1,1,1,8.7,9,1,6,9,7,6,3,None,72,0
23,Developer,Operations,2,Startup,Remote,36,19,8,0,4,0,22,53,9,4,10,1,0,5,6.9,5,7,1,4,1,7,1,None,15,1
56,Manager,HR,14,MNC,Remote,52,1,1,8,4,2,5,63,7,6,8,0,0,6,6.1,8,5,12,7,7,4,2,Scheduling,23,0
58,Manager,Finance,0,Startup,Hybrid,51,17,8,11,10,0,17,101,6,7,7,0,1,5,4.5,4,0,10,1,1,10,6,Scheduling,20,1
26,HR,HR,6,Startup,Hybrid,56,17,6,3,6,2,21,46,5,4,3,1,0,7,8.3,2,7,6,6,8,7,3,None,58,0
22,HR,HR,0,SME,Onsite,31,12,8,15,5,1,36,36,3,8,4,0,0,4,6.3,5,6,9,8,2,7,6,Learning,97,0
33,Manager,Finance,31,MNC,Hybrid,48,17,6,4,6,2,3,73,4,5,4,1,1,5,6.8,8,0,5,7,2,9,5,Wellness,38,1
57,Analyst,Finance,8,SME,Remote,36,16,3,16,10,3,10,40,1,3,10,0,0,4,5.6,6,4,1,5,1,2,7,Scheduling,70,0
44,HR,Finance,28,Startup,Hybrid,41,12,8,16,7,2,34,26,5,2,7,1,0,9,6.6,8,2,1,4,9,8,6,Wellness,6,1
52,Designer,Operations,25,MNC,Hybrid,32,11,5,5,7,2,10,41,7,1,8,1,1,2,7.9,3,4,5,2,8,9,7,Learning,27,0
32,Designer,Finance,22,Startup,Hybrid,34,2,10,14,10,0,33,119,2,4,4,1,0,1,7.6,5,7,2,1,9,3,0,None,50,0
31,Developer,Tech,28,Startup,Hybrid,37,6,5,0,10,2,8,75,8,2,8,0,0,4,8.9,2,5,5,1,8,8,3,Learning,34,0
24,Manager,Finance,32,MNC,Remote,43,0,7,12,9,3,30,85,10,3,1,1,0,6,6.5,3,6,8,5,4,1,0,Wellness,57,0
35,Analyst,Finance,6,MNC,Remote,36,4,6,15,6,2,31,67,6,1,9,1,0,10,6.6,7,2,9,9,9,10,4,Learning,9,0
37,Developer,Finance,11,MNC,Onsite,36,0,9,1,8,2,34,28,10,6,7,0,1,8,4.3,1,7,11,7,8,5,4,Learning,37,0
31,Manager,HR,30,SME,Onsite,61,3,7,18,2,1,10,35,3,4,4,0,0,4,5.9,8,3,14,2,1,1,2,Scheduling,31,1
50,HR,Operations,31,SME,Onsite,37,0,3,1,8,2,16,108,2,5,8,0,0,1,8.6,5,6,0,6,10,1,0,None,61,0
31,Designer,Finance,19,Startup,Hybrid,41,12,5,11,9,2,35,56,8,8,10,1,1,9,5.8,2,2,2,10,5,6,6,Wellness,97,0
33,Analyst,Operations,16,MNC,Hybrid,39,13,9,11,4,2,1,77,4,4,2,0,1,3,7.8,3,6,1,7,9,5,5,Wellness,87,0
51,Designer,Tech,2,Startup,Remote,43,14,10,7,5,3,23,11,7,6,8,0,0,6,8.9,4,6,10,8,8,5,2,Scheduling,49,0
22,HR,Tech,0,Startup,Onsite,38,16,2,11,5,0,14,44,7,3,10,0,1,10,4.6,2,7,2,9,1,2,3,Learning,40,0
26,Manager,Finance,26,Startup,Remote,59,11,1,10,2,1,27,19,10,8,6,0,1,8,5.7,10,1,1,3,6,10,6,Wellness,46,1
41,HR,Tech,32,Startup,Onsite,34,6,8,1,5,1,2,44,9,3,7,0,0,5,6.4,5,2,2,2,6,9,2,Scheduling,1,1
29,HR,Operations,19,Startup,Onsite,30,18,8,0,9,2,28,22,10,7,7,1,0,7,5.2,7,4,14,7,2,5,6,Wellness,41,0
33,Designer,HR,13,MNC,Onsite,30,2,2,3,4,2,12,61,8,7,2,1,1,10,4.1,9,0,14,8,2,3,5,Scheduling,3,0
22,Analyst,Finance,4,SME,Hybrid,49,17,8,8,10,0,21,85,8,3,2,0,1,9,6.3,1,0,11,9,1,7,6,Scheduling,0,0
41,HR,Tech,22,MNC,Onsite,40,3,5,6,3,2,30,33,7,3,4,0,0,1,6.7,10,7,3,10,6,6,7,None,21,1
49,Designer,Operations,14,MNC,Onsite,55,2,2,9,7,3,6,20,10,10,6,0,0,8,7.1,6,2,12,5,9,6,3,None,10,0
58,Analyst,Operations,5,MNC,Hybrid,32,11,7,19,8,0,25,50,5,10,4,1,1,2,8.1,6,3,6,9,8,5,4,Learning,10,0
58,Manager,Tech,32,SME,Onsite,35,11,7,13,10,2,30,8,9,8,6,1,1,1,5.3,1,0,1,1,5,4,2,Scheduling,13,0
33,Manager,Operations,18,SME,Hybrid,40,16,3,0,6,0,37,73,7,3,5,1,0,4,4.3,2,5,1,9,8,6,5,Wellness,90,0
58,Developer,Operations,12,SME,Hybrid,37,5,1,4,6,1,37,112,3,2,6,0,1,6,4.4,8,0,14,10,2,7,4,Learning,96,0
49,Designer,Finance,28,MNC,Remote,58,14,4,12,5,2,3,9,6,5,9,1,1,8,6.5,6,6,1,5,6,8,3,Scheduling,91,0
36,Analyst,Operations,5,SME,Hybrid,39,1,2,5,6,0,34,51,3,7,6,1,1,1,8.6,1,5,12,2,2,2,0,Learning,86,0
27,HR,Tech,14,Startup,Hybrid,63,7,4,16,9,0,32,44,6,8,6,1,0,1,8.9,10,5,5,6,8,4,1,Wellness,72,0
41,Manager,Finance,15,SME,Hybrid,53,13,8,14,2,2,2,51,8,1,8,0,1,10,5,10,5,7,1,2,7,7,Wellness,58,1
35,Analyst,Tech,23,MNC,Onsite,46,4,2,6,10,0,18,29,9,2,5,1,1,2,4.8,6,0,3,7,5,3,7,None,17,0
23,Designer,HR,22,MNC,Remote,61,2,1,7,3,2,8,63,2,7,5,1,0,9,5.8,10,3,11,7,7,5,6,Learning,60,1
30,Developer,Tech,9,Startup,Onsite,40,9,3,1,1,2,18,96,6,9,10,1,1,4,6.3,7,4,9,10,7,10,3,None,23,0
58,Manager,Tech,16,SME,Hybrid,63,6,10,17,4,3,18,1,3,3,1,0,0,7,8,2,2,2,8,4,7,3,Scheduling,26,0
41,Analyst,Finance,29,SME,Hybrid,53,10,7,6,2,3,25,48,7,8,6,1,0,3,7.9,4,5,8,1,8,9,7,Scheduling,34,1
47,Analyst,Operations,9,Startup,Remote,34,14,6,19,6,0,12,95,4,10,1,0,0,1,8.6,7,7,0,2,7,6,6,Wellness,67,0
50,Analyst,Tech,18,MNC,Remote,58,1,6,15,1,0,21,44,5,3,8,0,0,1,8.3,6,3,9,1,10,2,6,Scheduling,21,1
22,Designer,Finance,28,MNC,Hybrid,63,4,7,18,8,0,7,16,10,4,10,1,1,9,6.2,8,6,1,8,5,9,7,Learning,10,1
56,Designer,HR,1,SME,Hybrid,45,10,8,8,10,1,23,27,6,2,9,0,0,4,4.1,6,6,11,8,4,6,1,Wellness,70,1
27,Designer,Finance,18,SME,Onsite,54,7,3,11,6,2,25,44,8,9,6,1,1,3,5.2,2,2,6,3,2,10,1,Wellness,57,0
58,HR,Finance,6,SME,Hybrid,37,12,3,13,9,2,2,16,2,5,9,1,0,5,7.1,1,1,11,10,2,2,4,Learning,97,0
26,Analyst,Operations,25,SME,Onsite,58,10,10,6,6,1,6,114,4,5,2,0,1,1,6.5,5,5,2,2,4,1,3,Learning,75,1
54,Manager,Tech,14,SME,Remote,54,16,8,1,10,1,1,58,4,4,9,1,0,3,5.2,10,2,11,9,8,4,3,None,3,1
35,Designer,HR,2,MNC,Onsite,52,14,7,16,7,0,32,13,6,5,4,1,1,4,4.7,10,5,8,5,6,2,6,Scheduling,65,1
33,Designer,Finance,15,MNC,Hybrid,63,0,10,10,5,2,11,115,4,1,3,1,0,6,5.1,9,0,14,9,9,7,2,Wellness,64,1
41,Analyst,Tech,1,MNC,Onsite,32,18,5,17,8,3,11,9,5,10,1,0,0,9,5.3,2,3,0,2,2,7,1,Scheduling,17,0
45,Designer,Tech,30,MNC,Onsite,59,15,4,11,8,3,9,97,5,10,1,0,0,3,8.3,7,5,11,6,7,3,5,None,58,0
55,HR,Finance,27,Startup,Remote,63,18,6,2,10,1,26,77,8,6,8,0,0,4,7.6,9,3,8,1,1,10,0,None,22,1
46,HR,Tech,6,MNC,Onsite,61,12,9,13,9,1,17,80,4,4,2,1,0,5,6.8,4,4,5,7,2,1,3,Wellness,97,0
50,Designer,Finance,29,Startup,Hybrid,58,3,6,14,6,2,3,100,6,4,1,1,1,8,4.1,4,1,0,4,9,2,2,Scheduling,3,1
52,Analyst,Finance,6,MNC,Onsite,38,10,8,18,1,2,39,85,7,5,2,0,0,9,8.1,10,6,8,7,8,8,0,Scheduling,52,1
44,Analyst,Finance,28,SME,Onsite,31,17,1,9,9,3,22,17,8,1,3,0,0,3,6.8,5,6,8,9,9,4,4,Wellness,82,0
59,Analyst,HR,23,SME,Onsite,36,17,6,8,3,2,20,34,9,4,4,1,1,3,7.1,6,4,12,1,7,3,5,Wellness,39,1
41,Developer,Finance,3,SME,Hybrid,34,9,2,9,9,0,35,47,10,10,9,0,1,7,4.3,7,4,9,1,10,10,7,None,39,0
44,Designer,Operations,28,Startup,Onsite,37,16,3,19,7,1,29,57,8,3,7,1,0,9,8.1,9,1,14,7,9,7,7,Wellness,50,0
37,Analyst,Tech,4,MNC,Hybrid,61,12,6,3,3,3,20,114,4,5,5,0,0,1,8.2,6,0,10,10,4,10,2,None,8,0
29,HR,HR,28,MNC,Onsite,47,13,2,18,9,3,22,17,4,10,5,1,0,1,8.4,3,3,4,2,3,4,7,Scheduling,22,0
42,Manager,Tech,29,Startup,Remote,47,6,4,9,7,0,20,51,10,5,6,1,1,2,6.6,2,2,6,8,4,2,0,Scheduling,12,0
22,Manager,HR,28,Startup,Remote,45,9,6,16,7,2,7,29,5,8,1,1,1,6,6,6,1,2,4,5,3,3,None,0,0
29,Analyst,Operations,25,Startup,Remote,50,2,5,11,7,2,38,36,3,1,6,0,0,3,4.4,9,4,12,7,10,4,7,Scheduling,75,1
50,Manager,HR,18,Startup,Hybrid,39,1,6,0,2,1,12,39,2,3,6,1,0,8,5,3,7,7,10,4,1,2,Wellness,9,0
53,Manager,HR,25,Startup,Hybrid,33,18,6,10,4,0,39,5,2,5,5,0,0,5,5.1,4,6,12,2,4,8,1,None,26,1
59,Developer,HR,26,SME,Hybrid,37,6,8,12,10,3,21,78,9,3,10,1,1,3,4.3,3,2,2,8,7,8,0,Scheduling,18,0
26,HR,Tech,29,MNC,Onsite,48,4,9,0,8,0,6,34,8,6,9,1,0,8,4.8,7,5,9,6,4,5,6,Learning,95,1
43,HR,Finance,29,Startup,Hybrid,38,2,5,0,2,3,23,25,6,10,10,1,0,8,8.4,4,1,6,1,4,6,6,Learning,21,0
55,Developer,Tech,2,SME,Hybrid,59,1,6,15,4,0,4,104,9,3,10,0,0,2,6.7,6,5,3,9,9,4,3,Scheduling,88,0
22,Developer,Finance,6,Startup,Hybrid,46,5,6,6,10,2,25,90,5,6,5,1,0,5,7.8,6,1,4,2,9,3,2,Wellness,10,0
47,Manager,Tech,8,SME,Hybrid,44,13,6,9,8,3,9,29,10,8,9,0,0,3,5.4,9,0,6,4,5,3,5,None,74,1
31,Designer,Operations,12,Startup,Remote,33,6,2,15,3,1,10,74,1,4,10,1,0,7,4.7,5,5,14,9,9,4,0,Learning,89,0
51,Manager,Operations,14,MNC,Onsite,35,1,4,0,6,0,39,115,8,8,7,1,0,2,5.9,7,0,1,8,2,6,4,Wellness,15,0
39,Developer,HR,4,Startup,Remote,45,10,1,8,2,2,37,23,3,7,3,0,1,9,8,1,3,3,8,5,2,6,None,28,0
38,HR,Operations,28,Startup,Onsite,55,2,1,5,8,3,10,54,9,4,9,0,1,2,5.5,8,3,6,4,7,6,4,Learning,29,0
47,Manager,HR,34,MNC,Onsite,52,8,1,14,8,2,29,77,1,3,10,1,1,2,5,2,2,2,1,8,8,1,Learning,10,0
29,Designer,Finance,26,MNC,Remote,42,7,7,3,1,0,3,86,3,5,7,0,1,6,4.1,4,3,12,10,5,9,2,Learning,56,1
33,Manager,Operations,26,Startup,Hybrid,46,10,1,14,3,1,1,8,1,5,4,1,1,3,7.1,10,7,3,4,9,4,2,Scheduling,64,1
48,Analyst,Finance,7,MNC,Remote,56,17,6,9,2,1,12,105,1,7,9,0,0,3,6.2,7,5,9,3,3,5,1,Scheduling,5,1
29,Manager,Tech,31,MNC,Onsite,51,0,2,15,7,0,38,61,6,1,6,1,1,10,5.3,6,5,14,3,8,8,2,Wellness,76,0
46,Developer,Finance,19,SME,Onsite,48,14,6,12,7,3,16,110,4,9,9,0,0,2,6.6,4,1,11,1,9,10,4,None,90,0
25,HR,Tech,9,MNC,Hybrid,64,3,6,18,4,2,22,17,10,2,4,0,1,5,7.5,8,7,7,9,7,2,4,Scheduling,34,1
54,HR,Finance,12,MNC,Remote,42,3,3,19,8,2,9,116,4,9,10,0,0,5,5.2,7,1,2,3,5,10,1,None,96,0
22,Developer,Finance,28,Startup,Onsite,43,9,8,3,3,3,12,50,5,9,2,0,1,7,7,6,1,11,4,9,2,7,Learning,58,1
40,Analyst,Operations,34,Startup,Remote,60,10,4,19,9,0,38,102,3,3,9,1,1,8,5.3,5,5,8,1,8,9,7,Scheduling,13,0
52,Developer,Finance,7,SME,Hybrid,31,17,7,15,5,2,28,18,2,7,10,0,0,8,8.9,5,1,4,3,8,6,3,Learning,42,0
37,Manager,Operations,28,Startup,Hybrid,43,14,4,10,2,2,15,68,10,3,4,0,1,3,7.7,7,0,1,1,6,10,1,None,45,1
35,Developer,Operations,30,MNC,Onsite,38,2,1,14,9,0,2,116,8,8,2,0,0,6,7,6,1,13,4,2,9,7,Scheduling,21,0
26,Developer,HR,29,MNC,Hybrid,39,6,6,10,1,2,35,81,7,8,7,1,0,5,4.9,4,7,7,10,4,10,4,Scheduling,59,0
47,Analyst,HR,21,MNC,Onsite,36,6,5,10,8,3,3,32,10,3,7,1,1,4,6.9,7,1,9,7,1,7,6,Learning,84,0
49,Manager,Tech,20,Startup,Onsite,57,16,9,2,6,3,35,107,4,5,5,0,1,10,8,5,1,7,10,10,5,7,Wellness,1,0
23,Designer,Finance,11,MNC,Hybrid,54,19,9,16,1,0,15,37,2,7,5,1,1,6,7.7,7,4,12,8,5,9,1,Scheduling,68,1
27,Designer,Tech,10,MNC,Hybrid,57,15,8,4,4,0,5,12,9,1,8,1,0,4,7.9,7,5,12,8,10,9,4,None,14,1
30,HR,Finance,1,SME,Remote,31,15,7,12,3,3,27,48,8,3,6,0,1,8,5.6,2,5,0,1,1,2,7,Scheduling,49,1
54,Developer,HR,1,SME,Remote,46,7,2,9,7,0,35,72,4,1,1,1,0,9,5.6,4,2,8,6,6,8,3,Learning,83,0
46,HR,HR,33,SME,Onsite,33,2,8,4,7,3,22,89,5,2,4,0,1,1,6.7,10,5,1,8,10,8,4,None,89,1
34,Analyst,Finance,2,Startup,Remote,42,19,3,11,6,3,11,52,10,7,1,0,1,1,5.4,4,7,13,10,8,2,5,Scheduling,55,0
30,Designer,Finance,15,MNC,Onsite,47,14,6,7,10,3,30,0,6,7,5,1,0,4,4.6,7,6,3,10,10,10,2,Learning,62,0
34,Developer,HR,3,MNC,Hybrid,32,0,10,11,10,2,11,11,4,3,5,1,1,6,6.3,8,2,5,8,1,7,0,Learning,87,0
52,Analyst,HR,22,MNC,Hybrid,62,9,7,15,8,0,31,23,2,6,4,0,1,8,4,1,7,12,9,6,1,6,Wellness,34,0
32,Analyst,Tech,19,SME,Remote,53,1,6,1,7,2,24,0,5,6,9,0,0,1,7.8,7,7,8,8,4,5,3,Learning,87,0
25,Developer,HR,24,MNC,Onsite,37,6,5,2,4,0,28,67,1,2,8,0,1,3,7.7,6,1,0,5,9,5,0,Learning,25,0
55,Analyst,Finance,29,MNC,Onsite,64,13,4,17,7,1,18,6,7,9,10,1,0,4,6.8,10,5,8,1,8,10,3,Wellness,85,1
59,Developer,Tech,17,MNC,Remote,31,15,2,16,1,2,21,115,9,8,3,1,1,10,7.7,1,1,7,9,4,5,3,Wellness,26,0
25,Developer,Finance,10,MNC,Onsite,62,14,9,1,3,2,23,91,3,2,5,1,1,2,7.1,8,2,11,10,2,2,7,Wellness,18,1
59,Manager,Operations,28,MNC,Onsite,41,6,7,11,2,2,32,100,6,4,6,1,1,9,7.5,5,3,6,10,6,3,3,Wellness,36,0
40,HR,Tech,16,Startup,Hybrid,51,12,7,16,7,1,35,118,9,9,5,0,1,3,4.3,7,4,1,10,3,6,7,Learning,35,0
27,Analyst,Finance,25,MNC,Onsite,42,9,4,5,9,0,39,115,4,4,8,1,0,4,8.4,8,4,13,10,1,1,5,None,92,0
55,Analyst,HR,22,Startup,Onsite,39,8,5,16,5,1,15,68,6,7,5,1,0,4,7.2,7,5,6,5,7,6,3,Learning,39,0
39,Manager,Operations,19,MNC,Onsite,46,8,6,1,9,0,1,38,3,5,8,1,1,1,7.1,10,3,1,7,4,6,4,Learning,62,0
34,Manager,Finance,1,Startup,Remote,34,5,2,7,8,0,7,31,9,10,10,0,0,5,5.9,1,1,8,7,9,7,2,Scheduling,38,0
44,Manager,Tech,23,MNC,Remote,38,11,4,13,1,0,12,48,7,6,10,1,1,5,4.1,6,2,11,4,10,9,4,None,11,1
40,Designer,Finance,30,MNC,Remote,42,19,4,5,2,0,29,30,7,1,3,0,0,2,8.5,1,6,3,8,10,9,4,Learning,43,0
32,Designer,Operations,26,MNC,Onsite,52,19,4,8,6,0,0,107,4,4,5,1,1,1,8.9,4,4,1,10,3,4,5,Scheduling,79,0
22,Designer,Tech,1,MNC,Onsite,59,13,7,0,5,1,11,78,6,5,4,0,0,5,8,4,3,4,9,10,2,7,None,47,0
45,Developer,Operations,13,SME,Remote,33,19,7,4,7,2,6,2,8,6,6,0,0,5,8.6,8,7,8,4,10,5,6,None,94,0
28,Analyst,Finance,3,MNC,Remote,50,6,7,6,9,1,13,112,6,6,3,0,0,7,4.6,6,6,3,2,10,1,2,Learning,78,1
46,HR,HR,12,Startup,Onsite,38,7,7,8,4,2,34,109,6,5,10,0,0,10,4.6,7,3,4,10,1,5,7,None,32,1
42,Developer,HR,34,SME,Onsite,36,7,2,13,8,2,27,46,4,3,4,1,1,10,8.4,10,0,7,4,2,10,6,Scheduling,78,0
36,Analyst,Finance,7,SME,Hybrid,45,7,5,8,4,3,11,110,8,2,4,1,0,2,4.3,7,5,2,2,4,3,5,None,31,1
22,Analyst,Finance,1,MNC,Remote,52,1,10,3,3,2,39,14,10,7,5,1,0,8,4.5,7,3,5,1,7,7,3,Learning,21,1
33,Manager,Finance,5,Startup,Onsite,52,13,2,19,2,1,23,50,8,1,6,0,0,5,8.1,10,7,0,1,8,7,2,Wellness,5,1
28,Manager,Tech,30,Startup,Remote,60,9,5,14,8,3,0,106,9,5,2,0,0,5,6.8,2,0,13,4,4,3,0,Learning,29,0
36,Developer,Operations,9,SME,Remote,34,17,6,3,8,0,16,81,6,4,10,0,0,9,6,6,0,2,9,3,5,2,Wellness,16,0
42,Manager,Operations,20,Startup,Remote,35,17,3,2,3,0,37,84,2,7,8,0,0,2,6.8,8,5,7,9,10,9,4,Scheduling,1,0
40,Analyst,Operations,9,MNC,Hybrid,30,17,6,13,1,2,27,73,4,2,4,1,0,10,8.4,8,4,9,7,9,4,3,None,79,1
50,Manager,Finance,22,MNC,Onsite,57,15,5,8,6,0,32,20,4,8,7,1,1,2,7.8,4,6,9,5,8,2,4,Scheduling,54,0
